prediction,anomaly_probability
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.98946863
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.99935657
1,0.9998011
1,0.9995338
1,0.99935657
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935657
1,0.9998011
1,0.9998011
1,0.99073
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.99935216
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99925464
1,0.9998011
1,0.9998011
1,0.99935216
1,0.99925464
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9998011
1,0.6982875
1,0.9998011
1,0.9998011
1,0.99925464
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.99073
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9939832
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99925464
1,0.9998011
1,0.998195
1,0.9995338
1,0.9998011
1,0.9998011
1,0.998195
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.998195
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.998195
1,0.9998011
1,0.9998011
1,0.9998011
1,0.998195
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99925464
1,0.9998011
1,0.9998011
1,0.85413885
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9991522
1,0.9995338
1,0.99073
1,0.9998011
1,0.9995338
1,0.9995338
1,0.99721515
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935657
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9990798
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.99935657
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9618046
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99721515
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9998011
1,0.99935216
1,0.9995338
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.8755596
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9455444
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9702111
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9977488
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9922127
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.96401536
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9814488
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.99925464
1,0.9995338
1,0.9995338
1,0.9991522
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99925464
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.99721515
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.99721515
1,0.9995338
1,0.9995338
1,0.9814488
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9977488
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99925464
1,0.9998011
1,0.99925464
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9990798
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9990798
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9990798
1,0.9998011
1,0.9998011
1,0.9990798
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9814488
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.8055077
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.998195
1,0.9998011
1,0.9998011
1,0.998195
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.8766543
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9991522
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99721515
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.99073
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.7916766
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.99935216
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.99925464
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.99073
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9977488
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.99935216
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.99925464
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9922127
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.9998011
1,0.99935216
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9995338
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9995338
1,0.9998011
1,0.9998011
1,0.9998011
